고유번호,호선,역사코드,역사명,주중주말,방향,급행여부,열차코드,열차도착시간,열차출발시간,출발역,도착역
150610,3,309,지축,DAY,DOWN,0,3081K,8:23:30,8:24:00,대화,오금
150611,3,309,지축,DAY,DOWN,0,3083,8:26:30,8:27:00,대화,오금
150612,3,309,지축,DAY,DOWN,0,3087,8:33:30,8:34:00,대화,오금
150613,3,309,지축,DAY,DOWN,0,3089,8:37:30,8:38:00,대화,오금
150614,3,309,지축,DAY,DOWN,0,3093,8:45:30,8:46:00,대화,오금
150615,3,309,지축,DAY,DOWN,0,3097,8:53:30,8:54:00,대화,오금
150616,3,309,지축,DAY,DOWN,0,3103,9:01:30,9:02:00,대화,오금
150617,3,309,지축,DAY,DOWN,0,3107,9:09:30,9:10:00,대화,오금
150618,3,309,지축,DAY,DOWN,0,3113,9:19:30,9:20:00,대화,오금
150619,3,309,지축,DAY,DOWN,0,3117K,9:29:30,9:30:00,대화,오금
150620,3,309,지축,DAY,DOWN,0,3119K,9:34:30,9:35:00,대화,오금
150621,3,309,지축,DAY,DOWN,0,3121K,9:40:30,9:41:00,대화,오금
150622,3,309,지축,DAY,DOWN,0,3123,9:46:00,9:46:30,대화,오금
150623,3,309,지축,DAY,DOWN,0,3127,9:57:30,9:58:00,대화,오금
150624,3,309,지축,DAY,DOWN,0,3129,10:03:30,10:04:00,대화,오금
150625,3,309,지축,DAY,DOWN,0,3131,10:10:30,10:11:00,대화,오금
150626,3,309,지축,DAY,DOWN,0,3135,10:24:30,10:25:00,대화,수서
150627,3,309,지축,DAY,DOWN,0,3137K,10:32:30,10:33:00,대화,오금
150628,3,309,지축,DAY,DOWN,0,3143,10:41:30,10:42:00,대화,오금
150629,3,309,지축,DAY,DOWN,0,3145,10:48:30,10:49:00,대화,오금
150630,3,309,지축,DAY,DOWN,0,3149,11:00:30,11:01:00,대화,수서
150631,3,309,지축,DAY,DOWN,0,3151K,11:07:30,11:08:00,대화,오금
150632,3,309,지축,DAY,DOWN,0,3155K,11:19:30,11:20:00,대화,오금
150633,3,309,지축,DAY,DOWN,0,3161,11:32:30,11:33:00,대화,오금
150634,3,309,지축,DAY,DOWN,0,3163,11:39:00,11:39:30,대화,오금
150635,3,309,지축,DAY,DOWN,0,3165,11:46:00,11:46:30,대화,오금
150636,3,309,지축,DAY,DOWN,0,3169K,11:57:30,11:58:00,대화,오금
150637,3,309,지축,DAY,DOWN,0,3171,12:04:30,12:05:00,대화,오금
150638,3,309,지축,DAY,DOWN,0,3175,12:18:30,12:19:00,대화,오금
150639,3,309,지축,DAY,DOWN,0,3177,12:25:30,12:26:00,대화,오금
150640,3,309,지축,DAY,DOWN,0,3181,12:39:30,12:40:00,대화,오금
150641,3,309,지축,DAY,DOWN,0,3183,12:46:30,12:47:00,대화,오금
150642,3,309,지축,DAY,DOWN,0,3187,12:55:30,12:56:00,대화,오금
150643,3,309,지축,DAY,DOWN,0,3189K,13:04:30,13:05:00,대화,오금
150644,3,309,지축,DAY,DOWN,0,3193K,13:14:30,13:15:00,대화,오금
150645,3,309,지축,DAY,DOWN,0,3195,13:23:30,13:24:00,대화,오금
150646,3,309,지축,DAY,DOWN,0,3197,13:31:30,13:32:00,대화,오금
150647,3,309,지축,DAY,DOWN,0,3201,13:40:00,13:40:30,대화,오금
150648,3,309,지축,DAY,DOWN,0,3205,13:55:00,13:55:30,대화,오금
150649,3,309,지축,DAY,DOWN,0,3207K,14:02:30,14:03:00,대화,오금
150650,3,309,지축,DAY,DOWN,0,3211,14:14:30,14:15:00,대화,오금
150651,3,309,지축,DAY,DOWN,0,3213,14:21:30,14:22:00,대화,오금
150652,3,309,지축,DAY,DOWN,0,3217,14:34:00,14:34:30,대화,오금
150653,3,309,지축,DAY,DOWN,0,3219K,14:41:00,14:41:30,대화,오금
150654,3,309,지축,DAY,DOWN,0,3223K,14:54:00,14:54:30,대화,오금
150655,3,309,지축,DAY,DOWN,0,3225,15:01:30,15:02:00,대화,수서
150656,3,309,지축,DAY,DOWN,0,3229,15:14:30,15:15:00,대화,오금
150657,3,309,지축,DAY,DOWN,0,3231,15:22:30,15:23:00,대화,오금
150658,3,309,지축,DAY,DOWN,0,3235,15:31:00,15:31:30,대화,오금
150659,3,309,지축,DAY,DOWN,0,3237,15:41:00,15:41:30,대화,오금
150660,3,309,지축,DAY,DOWN,0,3241,15:50:30,15:51:00,대화,오금
150661,3,309,지축,DAY,DOWN,0,3243,15:59:30,16:00:00,대화,오금
150662,3,309,지축,DAY,DOWN,0,3247,16:08:00,16:08:30,대화,오금
150663,3,309,지축,DAY,DOWN,0,3249,16:16:00,16:16:30,대화,오금
150664,3,309,지축,DAY,DOWN,0,3253,16:31:30,16:32:00,대화,오금
150665,3,309,지축,DAY,DOWN,0,3257K,16:42:30,16:43:00,대화,오금
150666,3,309,지축,DAY,DOWN,0,3261K,16:52:00,16:52:30,대화,오금
150667,3,309,지축,DAY,DOWN,0,3263,16:56:30,16:57:00,대화,오금
150668,3,309,지축,DAY,DOWN,0,3267,17:04:30,17:05:00,대화,오금
150669,3,309,지축,DAY,DOWN,0,3271K,17:12:30,17:13:00,대화,오금
150670,3,309,지축,DAY,DOWN,0,3275,17:21:00,17:21:30,대화,오금
150671,3,309,지축,DAY,DOWN,0,3279,17:31:00,17:31:30,대화,오금
150672,3,309,지축,DAY,DOWN,0,3283K,17:37:30,17:38:00,대화,오금
150673,3,309,지축,DAY,DOWN,0,3285,17:42:30,17:43:00,대화,오금
150674,3,309,지축,DAY,DOWN,0,3289,17:52:30,17:53:00,대화,오금
150675,3,309,지축,DAY,DOWN,0,3293K,18:00:00,18:00:30,대화,오금
150676,3,309,지축,DAY,DOWN,0,3297K,18:09:00,18:09:30,대화,오금
150677,3,309,지축,DAY,DOWN,0,3301K,18:17:00,18:17:30,대화,오금
150678,3,309,지축,DAY,DOWN,0,3305K,18:24:30,18:25:00,대화,오금
150679,3,309,지축,DAY,DOWN,0,3309,18:32:30,18:33:00,대화,오금
150680,3,309,지축,DAY,DOWN,0,3313,18:41:00,18:41:30,대화,수서
150681,3,309,지축,DAY,DOWN,0,3317,18:49:30,18:50:00,대화,오금
150682,3,309,지축,DAY,DOWN,0,3319,18:54:30,18:55:00,대화,오금
150683,3,309,지축,DAY,DOWN,0,3323,19:04:30,19:05:00,대화,오금
150684,3,309,지축,DAY,DOWN,0,3327,19:14:30,19:15:00,대화,수서
150685,3,309,지축,DAY,DOWN,0,3329K,19:19:30,19:20:00,대화,오금
150686,3,309,지축,DAY,DOWN,0,3333,19:30:00,19:30:30,대화,오금
150687,3,309,지축,DAY,DOWN,0,3337,19:39:30,19:40:00,대화,오금
150688,3,309,지축,DAY,DOWN,0,3341,19:49:30,19:50:00,대화,오금
150689,3,309,지축,DAY,DOWN,0,3345,19:59:00,19:59:30,대화,오금
150690,3,309,지축,DAY,DOWN,0,3347,20:05:00,20:05:30,대화,오금
150691,3,309,지축,DAY,DOWN,0,3351K,20:15:00,20:15:30,대화,오금
150692,3,309,지축,DAY,DOWN,0,3353,20:21:00,20:21:30,대화,오금
150693,3,309,지축,DAY,DOWN,0,3357,20:31:30,20:32:00,대화,오금
150694,3,309,지축,DAY,DOWN,0,3361,20:41:30,20:42:00,대화,수서
150695,3,309,지축,DAY,DOWN,0,3363,20:48:30,20:49:00,대화,오금
150696,3,309,지축,DAY,DOWN,0,3367,21:01:30,21:02:00,대화,오금
150697,3,309,지축,DAY,DOWN,0,3371,21:13:30,21:14:00,대화,수서
150698,3,309,지축,DAY,DOWN,0,3373K,21:19:30,21:20:00,대화,오금
150699,3,309,지축,DAY,DOWN,0,3375,21:28:30,21:29:00,대화,오금
150700,3,309,지축,DAY,DOWN,0,3379K,21:38:30,21:39:00,대화,오금
150701,3,309,지축,DAY,DOWN,0,3381K,21:45:30,21:46:00,대화,오금
150702,3,309,지축,DAY,DOWN,0,3383K,21:52:30,21:53:00,대화,오금
150703,3,309,지축,DAY,DOWN,0,3385K,22:00:30,22:01:00,대화,오금
150704,3,309,지축,DAY,DOWN,0,3389,22:12:30,22:13:00,대화,오금
150705,3,309,지축,DAY,DOWN,0,3391,22:21:00,22:21:30,대화,수서
150706,3,309,지축,DAY,DOWN,0,3393,22:30:00,22:30:30,대화,오금
150707,3,309,지축,DAY,DOWN,0,3397,22:47:30,22:48:00,대화,오금
150708,3,309,지축,DAY,DOWN,0,3401K,22:57:30,22:58:00,대화,오금
150709,3,309,지축,DAY,DOWN,0,3403,23:07:30,23:08:00,대화,오금
150710,3,309,지축,DAY,DOWN,0,3409,23:21:30,23:22:00,대화,오금
150711,3,309,지축,DAY,DOWN,0,3411,23:31:30,23:32:00,대화,수서
150712,3,309,지축,DAY,DOWN,0,3415K,23:49:30,23:50:00,대화,수서
150713,3,309,지축,DAY,DOWN,0,3419,24:07:30,24:08:00,대화,도곡
150714,3,309,지축,DAY,DOWN,0,3423,24:30:30,24:31:00,대화,약수
150935,3,309,지축,END,UP,0,3008,5:59:00,5:59:30,약수,대화
150936,3,309,지축,END,UP,0,3010,6:17:30,6:18:00,도곡,대화
150937,3,309,지축,END,UP,0,3012,6:27:00,6:27:30,수서,대화
150938,3,309,지축,END,UP,0,3014K,6:35:30,6:36:00,오금,대화
150939,3,309,지축,END,UP,0,3018K,6:48:30,6:49:00,오금,대화
150940,3,309,지축,END,UP,0,3022,7:01:00,7:01:30,오금,대화
150941,3,309,지축,END,UP,0,3026,7:12:30,7:13:00,오금,대화
150942,3,309,지축,END,UP,0,3030,7:25:30,7:26:00,오금,대화
150943,3,309,지축,END,UP,0,3036,7:37:30,7:38:00,오금,대화
150944,3,309,지축,END,UP,0,3038,7:43:30,7:44:00,오금,대화
150945,3,309,지축,END,UP,0,3042,7:55:30,7:56:00,오금,대화
150946,3,309,지축,END,UP,0,3046K,8:07:30,8:08:00,오금,대화
150947,3,309,지축,END,UP,0,3050K,8:19:30,8:20:00,오금,대화
150948,3,309,지축,END,UP,0,3054,8:30:30,8:31:00,오금,대화
150949,3,309,지축,END,UP,0,3056K,8:35:30,8:36:00,오금,대화
150950,3,309,지축,END,UP,0,3058,8:41:30,8:42:00,오금,대화
150951,3,309,지축,END,UP,0,3064,8:53:30,8:54:00,오금,대화
150952,3,309,지축,END,UP,0,3068,9:05:30,9:06:00,오금,대화
150953,3,309,지축,END,UP,0,3072,9:17:30,9:18:00,오금,대화
150954,3,309,지축,END,UP,0,3076,9:31:30,9:32:00,오금,대화
150955,3,309,지축,END,UP,0,3080,9:43:30,9:44:00,오금,대화
150956,3,309,지축,END,UP,0,3084,9:55:30,9:56:00,오금,대화
150957,3,309,지축,END,UP,0,3090,10:07:30,10:08:00,수서,대화
150958,3,309,지축,END,UP,0,3094,10:19:30,10:20:00,오금,대화
150959,3,309,지축,END,UP,0,3096K,10:25:30,10:26:00,오금,대화
150960,3,309,지축,END,UP,0,3098,10:31:30,10:32:00,오금,대화
150961,3,309,지축,END,UP,0,3102,10:43:30,10:44:00,오금,대화
150962,3,309,지축,END,UP,0,3104,10:49:30,10:50:00,오금,대화
150963,3,309,지축,END,UP,0,3108,11:01:30,11:02:00,오금,대화
150964,3,309,지축,END,UP,0,3110K,11:07:30,11:08:00,오금,대화
150965,3,309,지축,END,UP,0,3114,11:19:30,11:20:00,오금,대화
150966,3,309,지축,END,UP,0,3118K,11:31:30,11:32:00,오금,대화
150967,3,309,지축,END,UP,0,3122K,11:43:30,11:44:00,오금,대화
150968,3,309,지축,END,UP,0,3124K,11:49:30,11:50:00,오금,대화
150969,3,309,지축,END,UP,0,3126,11:55:30,11:56:00,오금,대화
150970,3,309,지축,END,UP,0,3130K,12:07:30,12:08:00,오금,대화
150971,3,309,지축,END,UP,0,3134,12:19:30,12:20:00,오금,대화
150972,3,309,지축,END,UP,0,3138,12:31:30,12:32:00,오금,대화
150973,3,309,지축,END,UP,0,3142,12:43:30,12:44:00,오금,대화
150974,3,309,지축,END,UP,0,3146,12:55:30,12:56:00,오금,대화
150975,3,309,지축,END,UP,0,3150,13:07:30,13:08:00,오금,대화
150976,3,309,지축,END,UP,0,3154,13:19:30,13:20:00,수서,대화
150977,3,309,지축,END,UP,0,3158,13:31:30,13:32:00,오금,대화
150978,3,309,지축,END,UP,0,3162,13:43:30,13:44:00,오금,대화
150979,3,309,지축,END,UP,0,3166,13:55:30,13:56:00,오금,대화
150980,3,309,지축,END,UP,0,3170K,14:07:30,14:08:00,오금,대화
150981,3,309,지축,END,UP,0,3174,14:19:30,14:20:00,오금,대화
150982,3,309,지축,END,UP,0,3178,14:31:30,14:32:00,오금,대화
150983,3,309,지축,END,UP,0,3182,14:43:30,14:44:00,오금,대화
150984,3,309,지축,END,UP,0,3186K,14:55:30,14:56:00,오금,대화
150985,3,309,지축,END,UP,0,3190,15:06:30,15:07:00,오금,대화
150986,3,309,지축,END,UP,0,3194,15:17:30,15:18:00,오금,대화
151032,3,309,지축,END,UP,0,3704K,15:22:30,15:23:00,오금,대화
150987,3,309,지축,END,UP,0,3198,15:32:30,15:33:00,오금,대화
150988,3,309,지축,END,UP,0,3202,15:43:30,15:44:00,오금,대화
150989,3,309,지축,END,UP,0,3206,15:55:30,15:56:00,오금,대화
150990,3,309,지축,END,UP,0,3210,16:07:30,16:08:00,오금,대화
150991,3,309,지축,END,UP,0,3214,16:19:30,16:20:00,오금,대화
150992,3,309,지축,END,UP,0,3218,16:31:30,16:32:00,오금,대화
150993,3,309,지축,END,UP,0,3224,16:43:30,16:44:00,오금,대화
150994,3,309,지축,END,UP,0,3230,16:55:30,16:56:00,오금,대화
150995,3,309,지축,END,UP,0,3234,17:07:30,17:08:00,오금,대화
150996,3,309,지축,END,UP,0,3238K,17:19:30,17:20:00,오금,대화
150997,3,309,지축,END,UP,0,3242,17:31:30,17:32:00,오금,대화
150998,3,309,지축,END,UP,0,3244K,17:37:30,17:38:00,오금,대화
150999,3,309,지축,END,UP,0,3246K,17:43:30,17:44:00,오금,대화
151000,3,309,지축,END,UP,0,3250,17:55:30,17:56:00,오금,대화
151001,3,309,지축,END,UP,0,3254K,18:07:30,18:08:00,오금,대화
151002,3,309,지축,END,UP,0,3260,18:19:30,18:20:00,오금,대화
151003,3,309,지축,END,UP,0,3262K,18:25:30,18:26:00,오금,대화
151004,3,309,지축,END,UP,0,3266,18:38:30,18:39:00,오금,대화
151005,3,309,지축,END,UP,0,3270,18:52:30,18:53:00,오금,대화
151006,3,309,지축,END,UP,0,3272,18:59:30,19:00:00,오금,대화
151007,3,309,지축,END,UP,0,3278,19:13:30,19:14:00,오금,대화
151008,3,309,지축,END,UP,0,3282,19:25:30,19:26:00,오금,대화
151009,3,309,지축,END,UP,0,3286,19:37:30,19:38:00,오금,대화
151010,3,309,지축,END,UP,0,3290,19:49:30,19:50:00,오금,대화
151011,3,309,지축,END,UP,0,3294,20:01:30,20:02:00,오금,대화
151012,3,309,지축,END,UP,0,3296,20:08:00,20:08:30,오금,대화
151013,3,309,지축,END,UP,0,3298K,20:13:30,20:14:00,오금,대화
151014,3,309,지축,END,UP,0,3302,20:25:30,20:26:00,오금,대화
151015,3,309,지축,END,UP,0,3306,20:37:30,20:38:00,오금,대화
151016,3,309,지축,END,UP,0,3310,20:50:30,20:51:00,오금,대화
151017,3,309,지축,END,UP,0,3312K,20:57:30,20:58:00,오금,대화
151018,3,309,지축,END,UP,0,3314,21:05:30,21:06:00,오금,대화
151019,3,309,지축,END,UP,0,3316,21:13:30,21:14:00,오금,대화
151020,3,309,지축,END,UP,0,3320K,21:21:30,21:22:00,오금,대화
151021,3,309,지축,END,UP,0,3322,21:29:00,21:29:30,오금,대화
151022,3,309,지축,END,UP,0,3326,21:41:30,21:42:00,오금,대화
151023,3,309,지축,END,UP,0,3328K,21:47:30,21:48:00,오금,대화
151024,3,309,지축,END,UP,0,3330,21:54:30,21:55:00,오금,대화
151025,3,309,지축,END,UP,0,3334,22:08:30,22:09:00,오금,대화
151026,3,309,지축,END,UP,0,3338,22:22:30,22:23:00,오금,대화
151027,3,309,지축,END,UP,0,3342K,22:36:30,22:37:00,오금,대화
151028,3,309,지축,END,UP,0,3344,22:44:00,22:44:30,오금,대화
151029,3,309,지축,END,UP,0,3348,22:59:30,23:00:00,오금,대화
151030,3,309,지축,END,UP,0,3352K,23:14:30,23:15:00,오금,대화
151031,3,309,지축,END,UP,0,3356K,23:32:00,23:32:30,오금,대화
150835,3,309,지축,END,DOWN,0,3013K,5:57:30,5:58:00,대화,오금
