고유번호,호선,역사코드,역사명,주중주말,방향,급행여부,열차코드,열차도착시간,열차출발시간,출발역,도착역
163747,3,321,충무로,END,UP,0,3338,21:56:30,21:57:00,오금,대화
163748,3,321,충무로,END,UP,0,3340,22:03:30,22:04:00,오금,구파발
163749,3,321,충무로,END,UP,0,3342K,22:10:30,22:11:00,오금,대화
163750,3,321,충무로,END,UP,0,3344,22:18:00,22:18:30,오금,대화
163751,3,321,충무로,END,UP,0,3346,22:26:00,22:26:30,오금,구파발
163752,3,321,충무로,END,UP,0,3348,22:33:30,22:34:00,오금,대화
163753,3,321,충무로,END,UP,0,3350,22:41:30,22:42:00,오금,구파발
163754,3,321,충무로,END,UP,0,3352K,22:48:30,22:49:00,오금,대화
163755,3,321,충무로,END,UP,0,3354,22:57:00,22:57:30,오금,구파발
163756,3,321,충무로,END,UP,0,3356K,23:06:00,23:06:30,오금,대화
163757,3,321,충무로,END,UP,0,3358,23:15:00,23:15:30,오금,구파발
163758,3,321,충무로,END,UP,0,3360K,23:24:00,23:24:30,오금,구파발
163759,3,321,충무로,END,UP,0,3362,23:33:00,23:33:30,오금,구파발
163760,3,321,충무로,END,UP,0,3364,23:42:00,23:42:30,오금,구파발
163761,3,321,충무로,END,UP,0,3366,23:54:00,23:54:30,오금,독립문
163417,3,321,충무로,END,DOWN,0,3003,5:39:00,5:39:30,독립문,오금
163418,3,321,충무로,END,DOWN,0,3005,5:52:00,5:52:30,구파발,오금
163419,3,321,충무로,END,DOWN,0,3007,6:00:00,6:00:30,구파발,오금
163420,3,321,충무로,END,DOWN,0,3009K,6:08:00,6:08:30,구파발,오금
163421,3,321,충무로,END,DOWN,0,3011,6:15:00,6:15:30,구파발,오금
163422,3,321,충무로,END,DOWN,0,3013K,6:23:30,6:24:00,대화,오금
163423,3,321,충무로,END,DOWN,0,3015,6:30:00,6:30:30,구파발,오금
163424,3,321,충무로,END,DOWN,0,3017K,6:38:30,6:39:00,대화,오금
163425,3,321,충무로,END,DOWN,0,3019,6:44:30,6:45:00,구파발,오금
163426,3,321,충무로,END,DOWN,0,3021,6:50:30,6:51:00,대화,오금
163427,3,321,충무로,END,DOWN,0,3023,6:56:00,6:56:30,구파발,오금
163428,3,321,충무로,END,DOWN,0,3025K,7:03:30,7:04:00,대화,오금
163429,3,321,충무로,END,DOWN,0,3027,7:09:00,7:09:30,구파발,오금
163430,3,321,충무로,END,DOWN,0,3029K,7:14:30,7:15:00,대화,오금
163431,3,321,충무로,END,DOWN,0,3031,7:20:00,7:20:30,구파발,오금
163432,3,321,충무로,END,DOWN,0,3033,7:26:30,7:27:00,대화,오금
163433,3,321,충무로,END,DOWN,0,3035,7:32:00,7:32:30,구파발,오금
163434,3,321,충무로,END,DOWN,0,3037,7:37:30,7:38:00,대화,오금
163435,3,321,충무로,END,DOWN,0,3039,7:45:00,7:45:30,구파발,오금
163436,3,321,충무로,END,DOWN,0,3041,7:50:30,7:51:00,대화,오금
163437,3,321,충무로,END,DOWN,0,3043,7:57:00,7:57:30,구파발,오금
163438,3,321,충무로,END,DOWN,0,3045,8:03:30,8:04:00,대화,오금
163439,3,321,충무로,END,DOWN,0,3047K,8:10:30,8:11:00,대화,오금
163440,3,321,충무로,END,DOWN,0,3049,8:18:00,8:18:30,구파발,오금
163441,3,321,충무로,END,DOWN,0,3051K,8:24:30,8:25:00,대화,오금
163442,3,321,충무로,END,DOWN,0,3053,8:31:00,8:31:30,구파발,오금
163443,3,321,충무로,END,DOWN,0,3055,8:37:30,8:38:00,대화,오금
163444,3,321,충무로,END,DOWN,0,3057,8:44:00,8:44:30,구파발,오금
163445,3,321,충무로,END,DOWN,0,3059,8:49:30,8:50:00,대화,오금
163446,3,321,충무로,END,DOWN,0,3061,8:55:30,8:56:00,대화,오금
163447,3,321,충무로,END,DOWN,0,3063,9:02:00,9:02:30,구파발,오금
163448,3,321,충무로,END,DOWN,0,3065K,9:07:30,9:08:00,대화,오금
163449,3,321,충무로,END,DOWN,0,3067,9:13:30,9:14:00,대화,오금
163450,3,321,충무로,END,DOWN,0,3069,9:19:30,9:20:00,대화,오금
163451,3,321,충무로,END,DOWN,0,3071,9:25:30,9:26:00,대화,오금
163452,3,321,충무로,END,DOWN,0,3073K,9:30:00,9:30:30,구파발,오금
163453,3,321,충무로,END,DOWN,0,3075K,9:36:30,9:37:00,대화,오금
163454,3,321,충무로,END,DOWN,0,3077K,9:43:00,9:43:30,구파발,오금
163455,3,321,충무로,END,DOWN,0,3079K,9:49:30,9:50:00,대화,오금
163456,3,321,충무로,END,DOWN,0,3081,9:55:00,9:55:30,구파발,오금
163457,3,321,충무로,END,DOWN,0,3083,10:01:30,10:02:00,대화,오금
163458,3,321,충무로,END,DOWN,0,3085K,10:07:30,10:08:00,대화,오금
163459,3,321,충무로,END,DOWN,0,3087,10:13:00,10:13:30,구파발,오금
163460,3,321,충무로,END,DOWN,0,3089,10:19:30,10:20:00,대화,오금
163461,3,321,충무로,END,DOWN,0,3091K,10:25:30,10:26:00,대화,오금
163462,3,321,충무로,END,DOWN,0,3093,10:31:00,10:31:30,구파발,오금
163463,3,321,충무로,END,DOWN,0,3095,10:37:30,10:38:00,대화,오금
163464,3,321,충무로,END,DOWN,0,3097,10:43:00,10:43:30,구파발,오금
163465,3,321,충무로,END,DOWN,0,3099,10:49:30,10:50:00,대화,오금
163466,3,321,충무로,END,DOWN,0,3101,10:55:30,10:56:00,대화,오금
163467,3,321,충무로,END,DOWN,0,3103,11:02:30,11:03:00,대화,오금
163468,3,321,충무로,END,DOWN,0,3105,11:09:00,11:09:30,구파발,오금
163469,3,321,충무로,END,DOWN,0,3107,11:15:30,11:16:00,대화,오금
163470,3,321,충무로,END,DOWN,0,3109,11:23:00,11:23:30,구파발,오금
163471,3,321,충무로,END,DOWN,0,3111,11:29:30,11:30:00,대화,오금
163472,3,321,충무로,END,DOWN,0,3113,11:36:30,11:37:00,대화,오금
163473,3,321,충무로,END,DOWN,0,3115,11:43:30,11:44:00,대화,오금
163474,3,321,충무로,END,DOWN,0,3117,11:49:30,11:50:00,대화,오금
163475,3,321,충무로,END,DOWN,0,3119,11:56:00,11:56:30,구파발,오금
163476,3,321,충무로,END,DOWN,0,3121,12:01:30,12:02:00,대화,오금
163477,3,321,충무로,END,DOWN,0,3123K,12:08:00,12:08:30,구파발,오금
163478,3,321,충무로,END,DOWN,0,3125,12:13:30,12:14:00,대화,오금
163479,3,321,충무로,END,DOWN,0,3127,12:20:00,12:20:30,구파발,오금
163480,3,321,충무로,END,DOWN,0,3129,12:25:30,12:26:00,대화,오금
163481,3,321,충무로,END,DOWN,0,3131,12:32:00,12:32:30,구파발,오금
163482,3,321,충무로,END,DOWN,0,3133,12:37:30,12:38:00,대화,오금
163483,3,321,충무로,END,DOWN,0,3135,12:44:00,12:44:30,구파발,오금
163484,3,321,충무로,END,DOWN,0,3137K,12:49:30,12:50:00,대화,오금
163485,3,321,충무로,END,DOWN,0,3139K,12:56:00,12:56:30,구파발,오금
163486,3,321,충무로,END,DOWN,0,3141,13:01:30,13:02:00,대화,오금
163487,3,321,충무로,END,DOWN,0,3143,13:07:00,13:07:30,구파발,오금
163488,3,321,충무로,END,DOWN,0,3145K,13:12:30,13:13:00,대화,오금
163489,3,321,충무로,END,DOWN,0,3149,13:18:00,13:18:30,구파발,오금
163589,3,321,충무로,END,DOWN,0,3703K,13:22:30,13:23:00,대화,오금
163490,3,321,충무로,END,DOWN,0,3151,13:27:30,13:28:00,대화,오금
163491,3,321,충무로,END,DOWN,0,3153,13:33:00,13:33:30,구파발,오금
163492,3,321,충무로,END,DOWN,0,3155K,13:38:30,13:39:00,대화,오금
163493,3,321,충무로,END,DOWN,0,3157,13:44:00,13:44:30,구파발,오금
163494,3,321,충무로,END,DOWN,0,3159,13:49:30,13:50:00,대화,오금
163495,3,321,충무로,END,DOWN,0,3161,13:56:00,13:56:30,구파발,오금
163496,3,321,충무로,END,DOWN,0,3163,14:01:30,14:02:00,대화,오금
163497,3,321,충무로,END,DOWN,0,3165,14:08:00,14:08:30,구파발,오금
163498,3,321,충무로,END,DOWN,0,3167,14:13:30,14:14:00,대화,오금
163499,3,321,충무로,END,DOWN,0,3169,14:20:00,14:20:30,구파발,오금
163500,3,321,충무로,END,DOWN,0,3171,14:25:30,14:26:00,대화,오금
163501,3,321,충무로,END,DOWN,0,3173,14:32:00,14:32:30,구파발,오금
163502,3,321,충무로,END,DOWN,0,3175,14:37:30,14:38:00,대화,오금
163503,3,321,충무로,END,DOWN,0,3177,14:44:00,14:44:30,구파발,오금
163504,3,321,충무로,END,DOWN,0,3179,14:49:30,14:50:00,대화,오금
163505,3,321,충무로,END,DOWN,0,3181,14:56:00,14:56:30,구파발,오금
163506,3,321,충무로,END,DOWN,0,3183,15:01:30,15:02:00,대화,오금
163507,3,321,충무로,END,DOWN,0,3185,15:08:00,15:08:30,구파발,오금
163508,3,321,충무로,END,DOWN,0,3187,15:13:30,15:14:00,대화,오금
163509,3,321,충무로,END,DOWN,0,3189K,15:20:00,15:20:30,구파발,오금
163510,3,321,충무로,END,DOWN,0,3191,15:25:30,15:26:00,대화,오금
163511,3,321,충무로,END,DOWN,0,3193,15:32:00,15:32:30,구파발,오금
163512,3,321,충무로,END,DOWN,0,3195K,15:37:30,15:38:00,대화,오금
163513,3,321,충무로,END,DOWN,0,3197K,15:44:00,15:44:30,구파발,오금
163514,3,321,충무로,END,DOWN,0,3199,15:49:30,15:50:00,대화,오금
163515,3,321,충무로,END,DOWN,0,3201,15:56:00,15:56:30,구파발,오금
163516,3,321,충무로,END,DOWN,0,3203,16:01:30,16:02:00,대화,오금
163517,3,321,충무로,END,DOWN,0,3205K,16:08:00,16:08:30,구파발,오금
163518,3,321,충무로,END,DOWN,0,3207,16:13:30,16:14:00,대화,오금
163519,3,321,충무로,END,DOWN,0,3209,16:20:00,16:20:30,구파발,오금
163520,3,321,충무로,END,DOWN,0,3211K,16:25:30,16:26:00,대화,오금
163521,3,321,충무로,END,DOWN,0,3213,16:32:00,16:32:30,구파발,오금
163522,3,321,충무로,END,DOWN,0,3215,16:37:30,16:38:00,대화,오금
163523,3,321,충무로,END,DOWN,0,3217,16:44:00,16:44:30,구파발,오금
163524,3,321,충무로,END,DOWN,0,3219,16:49:30,16:50:00,대화,오금
163525,3,321,충무로,END,DOWN,0,3221,16:56:00,16:56:30,구파발,오금
163526,3,321,충무로,END,DOWN,0,3223,17:01:30,17:02:00,대화,수서
163527,3,321,충무로,END,DOWN,0,3225,17:08:00,17:08:30,구파발,오금
163528,3,321,충무로,END,DOWN,0,3227,17:13:30,17:14:00,대화,오금
163529,3,321,충무로,END,DOWN,0,3229,17:20:00,17:20:30,구파발,오금
163530,3,321,충무로,END,DOWN,0,3231,17:25:30,17:26:00,대화,오금
163531,3,321,충무로,END,DOWN,0,3233,17:32:00,17:32:30,구파발,오금
163532,3,321,충무로,END,DOWN,0,3235,17:37:30,17:38:00,대화,오금
163533,3,321,충무로,END,DOWN,0,3237,17:44:00,17:44:30,구파발,오금
163534,3,321,충무로,END,DOWN,0,3239,17:49:30,17:50:00,대화,오금
163535,3,321,충무로,END,DOWN,0,3241,17:56:00,17:56:30,구파발,오금
163536,3,321,충무로,END,DOWN,0,3243,18:02:30,18:03:00,대화,오금
163537,3,321,충무로,END,DOWN,0,3245,18:08:00,18:08:30,구파발,오금
163538,3,321,충무로,END,DOWN,0,3247K,18:14:30,18:15:00,대화,오금
163539,3,321,충무로,END,DOWN,0,3251,18:21:00,18:21:30,구파발,오금
163540,3,321,충무로,END,DOWN,0,3253,18:26:30,18:27:00,대화,오금
163541,3,321,충무로,END,DOWN,0,3255,18:33:00,18:33:30,구파발,오금
163542,3,321,충무로,END,DOWN,0,3257,18:38:30,18:39:00,대화,오금
163543,3,321,충무로,END,DOWN,0,3259K,18:45:00,18:45:30,대화,오금
163544,3,321,충무로,END,DOWN,0,3261,18:50:30,18:51:00,대화,오금
163545,3,321,충무로,END,DOWN,0,3263K,18:56:30,18:57:00,대화,오금
163546,3,321,충무로,END,DOWN,0,3265,19:02:00,19:02:30,구파발,오금
163547,3,321,충무로,END,DOWN,0,3267,19:08:30,19:09:00,대화,오금
163548,3,321,충무로,END,DOWN,0,3269,19:14:00,19:14:30,구파발,수서
163549,3,321,충무로,END,DOWN,0,3271K,19:20:30,19:21:00,대화,오금
163550,3,321,충무로,END,DOWN,0,3273,19:26:30,19:27:00,구파발,오금
163551,3,321,충무로,END,DOWN,0,3275,19:32:30,19:33:00,대화,오금
163552,3,321,충무로,END,DOWN,0,3277,19:38:00,19:38:30,구파발,오금
163553,3,321,충무로,END,DOWN,0,3281K,19:44:30,19:45:00,대화,오금
163554,3,321,충무로,END,DOWN,0,3283,19:50:00,19:50:30,구파발,오금
163555,3,321,충무로,END,DOWN,0,3285,19:56:30,19:57:00,대화,오금
163556,3,321,충무로,END,DOWN,0,3289,20:02:00,20:02:30,구파발,오금
163557,3,321,충무로,END,DOWN,0,3291,20:08:30,20:09:00,대화,수서
163558,3,321,충무로,END,DOWN,0,3293,20:14:00,20:14:30,구파발,오금
163559,3,321,충무로,END,DOWN,0,3295,20:20:30,20:21:00,대화,수서
163560,3,321,충무로,END,DOWN,0,3297,20:26:00,20:26:30,구파발,오금
163561,3,321,충무로,END,DOWN,0,3299,20:32:30,20:33:00,대화,오금
163562,3,321,충무로,END,DOWN,0,3301K,20:38:30,20:39:00,대화,오금
163563,3,321,충무로,END,DOWN,0,3303,20:44:30,20:45:00,대화,오금
163564,3,321,충무로,END,DOWN,0,3305,20:50:00,20:50:30,구파발,오금
163565,3,321,충무로,END,DOWN,0,3307,20:56:30,20:57:00,대화,오금
163566,3,321,충무로,END,DOWN,0,3309,21:02:00,21:02:30,구파발,수서
163567,3,321,충무로,END,DOWN,0,3311,21:08:30,21:09:00,대화,오금
163568,3,321,충무로,END,DOWN,0,3313K,21:14:00,21:14:30,구파발,오금
163569,3,321,충무로,END,DOWN,0,3315,21:20:30,21:21:00,대화,오금
163570,3,321,충무로,END,DOWN,0,3317K,21:26:00,21:26:30,대화,오금
163571,3,321,충무로,END,DOWN,0,3319,21:32:30,21:33:00,대화,수서
163572,3,321,충무로,END,DOWN,0,3321,21:40:30,21:41:00,대화,오금
163573,3,321,충무로,END,DOWN,0,3323K,21:48:30,21:49:00,대화,오금
163574,3,321,충무로,END,DOWN,0,3327,21:56:30,21:57:00,대화,오금
163575,3,321,충무로,END,DOWN,0,3329,22:04:00,22:04:30,구파발,오금
163576,3,321,충무로,END,DOWN,0,3331,22:12:30,22:13:00,대화,수서
163577,3,321,충무로,END,DOWN,0,3333,22:20:30,22:21:00,대화,오금
163578,3,321,충무로,END,DOWN,0,3335,22:28:00,22:28:30,구파발,오금
163579,3,321,충무로,END,DOWN,0,3337,22:35:30,22:36:00,대화,수서
163580,3,321,충무로,END,DOWN,0,3339,22:43:00,22:43:30,구파발,오금
163581,3,321,충무로,END,DOWN,0,3341,22:50:30,22:51:00,대화,수서
163582,3,321,충무로,END,DOWN,0,3343K,22:58:00,22:58:30,대화,오금
163583,3,321,충무로,END,DOWN,0,3347,23:04:30,23:05:00,구파발,수서
163584,3,321,충무로,END,DOWN,0,3349,23:11:00,23:11:30,대화,오금
163585,3,321,충무로,END,DOWN,0,3351K,23:18:30,23:19:00,대화,오금
163586,3,321,충무로,END,DOWN,0,3353,23:27:30,23:28:00,대화,수서
163587,3,321,충무로,END,DOWN,0,3355,23:37:30,23:38:00,대화,도곡
163588,3,321,충무로,END,DOWN,0,3357,23:56:30,23:57:00,대화,약수
163936,3,321,충무로,SAT,UP,0,3008,5:33:00,5:33:30,약수,대화
163937,3,321,충무로,SAT,UP,0,3010,5:51:30,5:52:00,도곡,대화
163938,3,321,충무로,SAT,UP,0,3012,6:01:00,6:01:30,수서,대화
163939,3,321,충무로,SAT,UP,0,3014K,6:09:30,6:10:00,오금,대화
163940,3,321,충무로,SAT,UP,0,3016,6:15:30,6:16:00,수서,구파발
163941,3,321,충무로,SAT,UP,0,3018K,6:22:30,6:23:00,오금,대화
163942,3,321,충무로,SAT,UP,0,3020,6:28:00,6:28:30,수서,구파발
163943,3,321,충무로,SAT,UP,0,3022,6:35:00,6:35:30,오금,대화
163944,3,321,충무로,SAT,UP,0,3024,6:40:30,6:41:00,수서,구파발
163945,3,321,충무로,SAT,UP,0,3026,6:46:30,6:47:00,오금,대화
163946,3,321,충무로,SAT,UP,0,3028,6:52:30,6:53:00,수서,구파발
163947,3,321,충무로,SAT,UP,0,3030,6:59:30,7:00:00,오금,대화
163948,3,321,충무로,SAT,UP,0,3032,7:04:30,7:05:00,수서,구파발
163949,3,321,충무로,SAT,UP,0,3036,7:11:30,7:12:00,오금,대화
163950,3,321,충무로,SAT,UP,0,3038,7:17:30,7:18:00,오금,대화
163951,3,321,충무로,SAT,UP,0,3040,7:23:30,7:24:00,오금,구파발
163952,3,321,충무로,SAT,UP,0,3042,7:29:30,7:30:00,오금,대화
163953,3,321,충무로,SAT,UP,0,3044,7:35:30,7:36:00,오금,구파발
163954,3,321,충무로,SAT,UP,0,3046K,7:41:30,7:42:00,오금,대화
163955,3,321,충무로,SAT,UP,0,3048,7:47:30,7:48:00,오금,구파발
163956,3,321,충무로,SAT,UP,0,3050K,7:53:30,7:54:00,오금,대화
163957,3,321,충무로,SAT,UP,0,3052,7:59:30,8:00:00,오금,구파발
163958,3,321,충무로,SAT,UP,0,3054,8:04:30,8:05:00,오금,대화
163959,3,321,충무로,SAT,UP,0,3056K,8:09:30,8:10:00,오금,대화
163960,3,321,충무로,SAT,UP,0,3058,8:15:30,8:16:00,오금,대화
163961,3,321,충무로,SAT,UP,0,3060,8:21:30,8:22:00,오금,구파발
163962,3,321,충무로,SAT,UP,0,3064,8:27:30,8:28:00,오금,대화
163963,3,321,충무로,SAT,UP,0,3066K,8:33:30,8:34:00,오금,구파발
163964,3,321,충무로,SAT,UP,0,3068,8:39:30,8:40:00,오금,대화
163965,3,321,충무로,SAT,UP,0,3070K,8:45:30,8:46:00,오금,구파발
163966,3,321,충무로,SAT,UP,0,3072,8:51:30,8:52:00,오금,대화
163967,3,321,충무로,SAT,UP,0,3074,8:59:30,9:00:00,오금,구파발
163968,3,321,충무로,SAT,UP,0,3076,9:05:30,9:06:00,오금,대화
163969,3,321,충무로,SAT,UP,0,3078,9:11:30,9:12:00,오금,구파발
163970,3,321,충무로,SAT,UP,0,3080,9:17:30,9:18:00,오금,대화
163971,3,321,충무로,SAT,UP,0,3082,9:23:30,9:24:00,오금,구파발
163972,3,321,충무로,SAT,UP,0,3084,9:29:30,9:30:00,오금,대화
163973,3,321,충무로,SAT,UP,0,3086,9:35:30,9:36:00,오금,구파발
163974,3,321,충무로,SAT,UP,0,3090,9:41:30,9:42:00,수서,대화
163975,3,321,충무로,SAT,UP,0,3092K,9:47:30,9:48:00,오금,구파발
163976,3,321,충무로,SAT,UP,0,3094,9:53:30,9:54:00,오금,대화
163977,3,321,충무로,SAT,UP,0,3096K,9:59:30,10:00:00,오금,대화
163978,3,321,충무로,SAT,UP,0,3098,10:05:30,10:06:00,오금,대화
163979,3,321,충무로,SAT,UP,0,3100,10:11:30,10:12:00,오금,구파발
163980,3,321,충무로,SAT,UP,0,3102,10:17:30,10:18:00,오금,대화
163981,3,321,충무로,SAT,UP,0,3104,10:23:30,10:24:00,오금,대화
163982,3,321,충무로,SAT,UP,0,3106,10:29:30,10:30:00,오금,구파발
163983,3,321,충무로,SAT,UP,0,3108,10:35:30,10:36:00,오금,대화
163984,3,321,충무로,SAT,UP,0,3110K,10:41:30,10:42:00,오금,대화
163985,3,321,충무로,SAT,UP,0,3112,10:47:30,10:48:00,오금,구파발
163986,3,321,충무로,SAT,UP,0,3114,10:53:30,10:54:00,오금,대화
163987,3,321,충무로,SAT,UP,0,3116,10:59:30,11:00:00,오금,구파발
163988,3,321,충무로,SAT,UP,0,3118K,11:05:30,11:06:00,오금,대화
163989,3,321,충무로,SAT,UP,0,3120K,11:11:30,11:12:00,오금,구파발
163990,3,321,충무로,SAT,UP,0,3122K,11:17:30,11:18:00,오금,대화
163991,3,321,충무로,SAT,UP,0,3124K,11:23:30,11:24:00,오금,대화
163992,3,321,충무로,SAT,UP,0,3126,11:29:30,11:30:00,오금,대화
163993,3,321,충무로,SAT,UP,0,3128,11:35:30,11:36:00,오금,구파발
163994,3,321,충무로,SAT,UP,0,3130K,11:41:30,11:42:00,오금,대화
163995,3,321,충무로,SAT,UP,0,3132,11:47:30,11:48:00,오금,구파발
163996,3,321,충무로,SAT,UP,0,3134,11:53:30,11:54:00,오금,대화
163997,3,321,충무로,SAT,UP,0,3136K,11:59:30,12:00:00,오금,구파발
163998,3,321,충무로,SAT,UP,0,3138,12:05:30,12:06:00,오금,대화
163999,3,321,충무로,SAT,UP,0,3140,12:11:30,12:12:00,오금,구파발
164000,3,321,충무로,SAT,UP,0,3142,12:17:30,12:18:00,오금,대화
164001,3,321,충무로,SAT,UP,0,3144,12:23:30,12:24:00,오금,구파발
164002,3,321,충무로,SAT,UP,0,3146,12:29:30,12:30:00,오금,대화
164003,3,321,충무로,SAT,UP,0,3148,12:35:30,12:36:00,오금,구파발
164004,3,321,충무로,SAT,UP,0,3150,12:41:30,12:42:00,오금,대화
164005,3,321,충무로,SAT,UP,0,3152,12:47:30,12:48:00,오금,구파발
164006,3,321,충무로,SAT,UP,0,3154,12:53:30,12:54:00,수서,대화
164007,3,321,충무로,SAT,UP,0,3156,12:59:30,13:00:00,오금,구파발
164008,3,321,충무로,SAT,UP,0,3158,13:05:30,13:06:00,오금,대화
164009,3,321,충무로,SAT,UP,0,3160,13:11:30,13:12:00,오금,구파발
164010,3,321,충무로,SAT,UP,0,3162,13:17:30,13:18:00,오금,대화
164011,3,321,충무로,SAT,UP,0,3164,13:23:30,13:24:00,오금,구파발
164012,3,321,충무로,SAT,UP,0,3166,13:29:30,13:30:00,오금,대화
164013,3,321,충무로,SAT,UP,0,3168,13:35:30,13:36:00,오금,구파발
164014,3,321,충무로,SAT,UP,0,3170K,13:41:30,13:42:00,오금,대화
164015,3,321,충무로,SAT,UP,0,3172,13:47:30,13:48:00,오금,구파발
164016,3,321,충무로,SAT,UP,0,3174,13:53:30,13:54:00,오금,대화
164017,3,321,충무로,SAT,UP,0,3176,13:59:30,14:00:00,오금,구파발
164018,3,321,충무로,SAT,UP,0,3178,14:05:30,14:06:00,오금,대화
164019,3,321,충무로,SAT,UP,0,3180,14:11:30,14:12:00,오금,구파발
164020,3,321,충무로,SAT,UP,0,3182,14:17:30,14:18:00,오금,대화
164021,3,321,충무로,SAT,UP,0,3184K,14:23:30,14:24:00,오금,구파발
164022,3,321,충무로,SAT,UP,0,3186K,14:29:30,14:30:00,오금,대화
164023,3,321,충무로,SAT,UP,0,3188,14:35:30,14:36:00,오금,구파발
164024,3,321,충무로,SAT,UP,0,3190,14:40:30,14:41:00,오금,대화
164025,3,321,충무로,SAT,UP,0,3192K,14:46:30,14:47:00,오금,구파발
164026,3,321,충무로,SAT,UP,0,3194,14:51:30,14:52:00,오금,대화
164108,3,321,충무로,SAT,UP,0,3704K,14:56:30,14:57:00,오금,대화
164027,3,321,충무로,SAT,UP,0,3196,15:01:30,15:02:00,오금,구파발
164028,3,321,충무로,SAT,UP,0,3198,15:06:30,15:07:00,오금,대화
164029,3,321,충무로,SAT,UP,0,3200K,15:12:30,15:13:00,오금,구파발
164030,3,321,충무로,SAT,UP,0,3202,15:17:30,15:18:00,오금,대화
164031,3,321,충무로,SAT,UP,0,3204,15:23:30,15:24:00,오금,구파발
164032,3,321,충무로,SAT,UP,0,3206,15:29:30,15:30:00,오금,대화
164033,3,321,충무로,SAT,UP,0,3208,15:35:30,15:36:00,오금,구파발
164034,3,321,충무로,SAT,UP,0,3210,15:41:30,15:42:00,오금,대화
164035,3,321,충무로,SAT,UP,0,3212,15:47:30,15:48:00,오금,구파발
164036,3,321,충무로,SAT,UP,0,3214,15:53:30,15:54:00,오금,대화
164037,3,321,충무로,SAT,UP,0,3216,15:59:30,16:00:00,오금,구파발
164038,3,321,충무로,SAT,UP,0,3218,16:05:30,16:06:00,오금,대화
164039,3,321,충무로,SAT,UP,0,3220,16:11:30,16:12:00,오금,구파발
164040,3,321,충무로,SAT,UP,0,3224,16:17:30,16:18:00,오금,대화
164041,3,321,충무로,SAT,UP,0,3226,16:23:30,16:24:00,오금,구파발
164042,3,321,충무로,SAT,UP,0,3230,16:29:30,16:30:00,오금,대화
164043,3,321,충무로,SAT,UP,0,3232,16:35:30,16:36:00,오금,구파발
164044,3,321,충무로,SAT,UP,0,3234,16:41:30,16:42:00,오금,대화
164045,3,321,충무로,SAT,UP,0,3236,16:47:30,16:48:00,오금,구파발
164046,3,321,충무로,SAT,UP,0,3238K,16:53:30,16:54:00,오금,대화
164047,3,321,충무로,SAT,UP,0,3240,16:59:30,17:00:00,오금,구파발
164048,3,321,충무로,SAT,UP,0,3242,17:05:30,17:06:00,오금,대화
164049,3,321,충무로,SAT,UP,0,3244K,17:11:30,17:12:00,오금,대화
164050,3,321,충무로,SAT,UP,0,3246K,17:17:30,17:18:00,오금,대화
164051,3,321,충무로,SAT,UP,0,3248,17:23:30,17:24:00,오금,구파발
164052,3,321,충무로,SAT,UP,0,3250,17:29:30,17:30:00,오금,대화
164053,3,321,충무로,SAT,UP,0,3252,17:35:30,17:36:00,오금,구파발
164054,3,321,충무로,SAT,UP,0,3254K,17:41:30,17:42:00,오금,대화
164055,3,321,충무로,SAT,UP,0,3256,17:47:30,17:48:00,오금,구파발
164056,3,321,충무로,SAT,UP,0,3260,17:53:30,17:54:00,오금,대화
164057,3,321,충무로,SAT,UP,0,3262K,17:59:30,18:00:00,오금,대화
164058,3,321,충무로,SAT,UP,0,3264,18:05:30,18:06:00,오금,구파발
164059,3,321,충무로,SAT,UP,0,3266,18:12:30,18:13:00,오금,대화
164060,3,321,충무로,SAT,UP,0,3268,18:19:30,18:20:00,오금,구파발
164061,3,321,충무로,SAT,UP,0,3270,18:26:30,18:27:00,오금,대화
164062,3,321,충무로,SAT,UP,0,3272,18:33:30,18:34:00,오금,대화
164063,3,321,충무로,SAT,UP,0,3274,18:40:30,18:41:00,오금,구파발
164064,3,321,충무로,SAT,UP,0,3278,18:47:30,18:48:00,오금,대화
164065,3,321,충무로,SAT,UP,0,3280,18:53:30,18:54:00,오금,구파발
164066,3,321,충무로,SAT,UP,0,3282,18:59:30,19:00:00,오금,대화
164067,3,321,충무로,SAT,UP,0,3284,19:05:30,19:06:00,오금,구파발
164068,3,321,충무로,SAT,UP,0,3286,19:11:30,19:12:00,오금,대화
164069,3,321,충무로,SAT,UP,0,3288,19:17:30,19:18:00,오금,구파발
164070,3,321,충무로,SAT,UP,0,3290,19:23:30,19:24:00,오금,대화
164071,3,321,충무로,SAT,UP,0,3292,19:29:30,19:30:00,오금,구파발
164072,3,321,충무로,SAT,UP,0,3294,19:35:30,19:36:00,오금,대화
164073,3,321,충무로,SAT,UP,0,3296,19:42:00,19:42:30,오금,대화
164074,3,321,충무로,SAT,UP,0,3298K,19:47:30,19:48:00,오금,대화
164075,3,321,충무로,SAT,UP,0,3300,19:53:30,19:54:00,오금,구파발
164076,3,321,충무로,SAT,UP,0,3302,19:59:30,20:00:00,오금,대화
164077,3,321,충무로,SAT,UP,0,3304,20:05:30,20:06:00,오금,구파발
164078,3,321,충무로,SAT,UP,0,3306,20:11:30,20:12:00,오금,대화
164079,3,321,충무로,SAT,UP,0,3308K,20:17:30,20:18:00,오금,구파발
164080,3,321,충무로,SAT,UP,0,3310,20:24:30,20:25:00,오금,대화
164081,3,321,충무로,SAT,UP,0,3312K,20:31:30,20:32:00,오금,대화
