고유번호,호선,역사코드,역사명,주중주말,방향,급행여부,열차코드,열차도착시간,열차출발시간,출발역,도착역
25042,공항철도,,디지털미디어시티,DAY,DOWN,0,A2049,,09:13:00,서울역,인천공항2터미널
25043,공항철도,,마곡나루,DAY,DOWN,0,A2049,,09:20:00,서울역,인천공항2터미널
25044,공항철도,,김포공항,DAY,DOWN,0,A2049,,09:23:00,서울역,인천공항2터미널
25045,공항철도,,계양,DAY,DOWN,0,A2049,,09:30:00,서울역,인천공항2터미널
25046,공항철도,,검암,DAY,DOWN,0,A2049,,09:36:00,서울역,인천공항2터미널
25047,공항철도,,청라국제도시,DAY,DOWN,0,A2049,,09:41:00,서울역,인천공항2터미널
25048,공항철도,,영종,DAY,DOWN,0,A2049,,09:49:00,서울역,인천공항2터미널
25049,공항철도,,운서,DAY,DOWN,0,A2049,,09:53:00,서울역,인천공항2터미널
25050,공항철도,,공항화물청사,DAY,DOWN,0,A2049,,09:58:00,서울역,인천공항2터미널
25051,공항철도,,인천공항1터미널,DAY,DOWN,0,A2049,,10:02:00,서울역,인천공항2터미널
25052,공항철도,,서울역,SAT,DOWN,0,A2049,,08:44:00,서울역,인천공항2터미널
25053,공항철도,,서울역,END,DOWN,0,A2049,,08:44:00,서울역,인천공항2터미널
25054,공항철도,,공덕,SAT,DOWN,0,A2049,,08:48:00,서울역,인천공항2터미널
25055,공항철도,,공덕,END,DOWN,0,A2049,,08:48:00,서울역,인천공항2터미널
25056,공항철도,,홍대입구,SAT,DOWN,0,A2049,,08:52:00,서울역,인천공항2터미널
25057,공항철도,,홍대입구,END,DOWN,0,A2049,,08:52:00,서울역,인천공항2터미널
25058,공항철도,,디지털미디어시티,SAT,DOWN,0,A2049,,08:56:00,서울역,인천공항2터미널
25059,공항철도,,디지털미디어시티,END,DOWN,0,A2049,,08:56:00,서울역,인천공항2터미널
25060,공항철도,,마곡나루,SAT,DOWN,0,A2049,,09:03:00,서울역,인천공항2터미널
25061,공항철도,,마곡나루,END,DOWN,0,A2049,,09:03:00,서울역,인천공항2터미널
25062,공항철도,,김포공항,SAT,DOWN,0,A2049,,09:06:00,서울역,인천공항2터미널
25063,공항철도,,김포공항,END,DOWN,0,A2049,,09:06:00,서울역,인천공항2터미널
25064,공항철도,,계양,SAT,DOWN,0,A2049,,09:13:00,서울역,인천공항2터미널
25065,공항철도,,계양,END,DOWN,0,A2049,,09:13:00,서울역,인천공항2터미널
25066,공항철도,,검암,SAT,DOWN,0,A2049,,09:20:00,서울역,인천공항2터미널
25067,공항철도,,검암,END,DOWN,0,A2049,,09:20:00,서울역,인천공항2터미널
25068,공항철도,,청라국제도시,SAT,DOWN,0,A2049,,09:25:00,서울역,인천공항2터미널
25069,공항철도,,청라국제도시,END,DOWN,0,A2049,,09:25:00,서울역,인천공항2터미널
25070,공항철도,,영종,SAT,DOWN,0,A2049,,09:34:00,서울역,인천공항2터미널
25071,공항철도,,영종,END,DOWN,0,A2049,,09:34:00,서울역,인천공항2터미널
25072,공항철도,,운서,SAT,DOWN,0,A2049,,09:38:00,서울역,인천공항2터미널
25073,공항철도,,운서,END,DOWN,0,A2049,,09:38:00,서울역,인천공항2터미널
25074,공항철도,,공항화물청사,SAT,DOWN,0,A2049,,09:42:00,서울역,인천공항2터미널
25075,공항철도,,공항화물청사,END,DOWN,0,A2049,,09:42:00,서울역,인천공항2터미널
25076,공항철도,,인천공항1터미널,SAT,DOWN,0,A2049,,09:46:00,서울역,인천공항2터미널
25077,공항철도,,인천공항1터미널,END,DOWN,0,A2049,,09:46:00,서울역,인천공항2터미널
25078,공항철도,,인천공항2터미널,DAY,DOWN,0,A2050,,07:27:00,인천공항2터미널,서울역
25079,공항철도,,인천공항1터미널,DAY,DOWN,0,A2050,,07:34:00,인천공항2터미널,서울역
25080,공항철도,,공항화물청사,DAY,DOWN,0,A2050,,07:37:00,인천공항2터미널,서울역
25081,공항철도,,운서,DAY,DOWN,0,A2050,,07:42:00,인천공항2터미널,서울역
25082,공항철도,,영종,DAY,DOWN,0,A2050,,07:46:00,인천공항2터미널,서울역
25083,공항철도,,청라국제도시,DAY,DOWN,0,A2050,,07:54:00,인천공항2터미널,서울역
25084,공항철도,,검암,DAY,DOWN,0,A2050,,07:59:00,인천공항2터미널,서울역
25085,공항철도,,계양,DAY,DOWN,0,A2050,,08:05:00,인천공항2터미널,서울역
25086,공항철도,,김포공항,DAY,DOWN,0,A2050,,08:12:00,인천공항2터미널,서울역
25087,공항철도,,마곡나루,DAY,DOWN,0,A2050,,08:15:00,인천공항2터미널,서울역
25088,공항철도,,디지털미디어시티,DAY,DOWN,0,A2050,,08:23:00,인천공항2터미널,서울역
25089,공항철도,,홍대입구,DAY,DOWN,0,A2050,,08:27:00,인천공항2터미널,서울역
25090,공항철도,,공덕,DAY,DOWN,0,A2050,,08:30:00,인천공항2터미널,서울역
25091,공항철도,,인천공항2터미널,SAT,DOWN,0,A2050,,07:48:00,인천공항2터미널,서울역
25092,공항철도,,인천공항2터미널,END,DOWN,0,A2050,,07:48:00,인천공항2터미널,서울역
25093,공항철도,,인천공항1터미널,SAT,DOWN,0,A2050,,07:55:00,인천공항2터미널,서울역
25094,공항철도,,인천공항1터미널,END,DOWN,0,A2050,,07:55:00,인천공항2터미널,서울역
25095,공항철도,,공항화물청사,SAT,DOWN,0,A2050,,07:58:00,인천공항2터미널,서울역
25096,공항철도,,공항화물청사,END,DOWN,0,A2050,,07:58:00,인천공항2터미널,서울역
25097,공항철도,,운서,SAT,DOWN,0,A2050,,08:03:00,인천공항2터미널,서울역
25098,공항철도,,운서,END,DOWN,0,A2050,,08:03:00,인천공항2터미널,서울역
25099,공항철도,,영종,SAT,DOWN,0,A2050,,08:07:00,인천공항2터미널,서울역
25100,공항철도,,영종,END,DOWN,0,A2050,,08:07:00,인천공항2터미널,서울역
25101,공항철도,,청라국제도시,SAT,DOWN,0,A2050,,08:15:00,인천공항2터미널,서울역
25102,공항철도,,청라국제도시,END,DOWN,0,A2050,,08:15:00,인천공항2터미널,서울역
25103,공항철도,,검암,SAT,DOWN,0,A2050,,08:20:00,인천공항2터미널,서울역
25104,공항철도,,검암,END,DOWN,0,A2050,,08:20:00,인천공항2터미널,서울역
25105,공항철도,,계양,SAT,DOWN,0,A2050,,08:26:00,인천공항2터미널,서울역
25106,공항철도,,계양,END,DOWN,0,A2050,,08:26:00,인천공항2터미널,서울역
25107,공항철도,,김포공항,SAT,DOWN,0,A2050,,08:33:00,인천공항2터미널,서울역
25108,공항철도,,김포공항,END,DOWN,0,A2050,,08:33:00,인천공항2터미널,서울역
25109,공항철도,,마곡나루,SAT,DOWN,0,A2050,,08:36:00,인천공항2터미널,서울역
25110,공항철도,,마곡나루,END,DOWN,0,A2050,,08:36:00,인천공항2터미널,서울역
25111,공항철도,,디지털미디어시티,SAT,DOWN,0,A2050,,08:43:00,인천공항2터미널,서울역
25112,공항철도,,디지털미디어시티,END,DOWN,0,A2050,,08:43:00,인천공항2터미널,서울역
25113,공항철도,,홍대입구,SAT,DOWN,0,A2050,,08:47:00,인천공항2터미널,서울역
25114,공항철도,,홍대입구,END,DOWN,0,A2050,,08:47:00,인천공항2터미널,서울역
25115,공항철도,,공덕,SAT,DOWN,0,A2050,,08:51:00,인천공항2터미널,서울역
25116,공항철도,,공덕,END,DOWN,0,A2050,,08:51:00,인천공항2터미널,서울역
25117,공항철도,,서울역,DAY,DOWN,0,A2051,,09:09:00,서울역,인천공항2터미널
25118,공항철도,,공덕,DAY,DOWN,0,A2051,,09:14:00,서울역,인천공항2터미널
25119,공항철도,,홍대입구,DAY,DOWN,0,A2051,,09:17:00,서울역,인천공항2터미널
25120,공항철도,,디지털미디어시티,DAY,DOWN,0,A2051,,09:21:00,서울역,인천공항2터미널
25121,공항철도,,마곡나루,DAY,DOWN,0,A2051,,09:29:00,서울역,인천공항2터미널
25122,공항철도,,김포공항,DAY,DOWN,0,A2051,,09:32:00,서울역,인천공항2터미널
25123,공항철도,,계양,DAY,DOWN,0,A2051,,09:38:00,서울역,인천공항2터미널
25124,공항철도,,검암,DAY,DOWN,0,A2051,,09:44:00,서울역,인천공항2터미널
25125,공항철도,,청라국제도시,DAY,DOWN,0,A2051,,09:49:00,서울역,인천공항2터미널
25126,공항철도,,영종,DAY,DOWN,0,A2051,,09:58:00,서울역,인천공항2터미널
25127,공항철도,,운서,DAY,DOWN,0,A2051,,10:02:00,서울역,인천공항2터미널
25128,공항철도,,공항화물청사,DAY,DOWN,0,A2051,,10:06:00,서울역,인천공항2터미널
25129,공항철도,,인천공항1터미널,DAY,DOWN,0,A2051,,10:10:00,서울역,인천공항2터미널
25130,공항철도,,서울역,SAT,DOWN,0,A2051,,08:51:00,서울역,인천공항2터미널
25131,공항철도,,서울역,END,DOWN,0,A2051,,08:51:00,서울역,인천공항2터미널
25132,공항철도,,공덕,SAT,DOWN,0,A2051,,08:55:00,서울역,인천공항2터미널
25133,공항철도,,공덕,END,DOWN,0,A2051,,08:55:00,서울역,인천공항2터미널
25134,공항철도,,홍대입구,SAT,DOWN,0,A2051,,08:59:00,서울역,인천공항2터미널
25135,공항철도,,홍대입구,END,DOWN,0,A2051,,08:59:00,서울역,인천공항2터미널
25136,공항철도,,디지털미디어시티,SAT,DOWN,0,A2051,,09:04:00,서울역,인천공항2터미널
25137,공항철도,,디지털미디어시티,END,DOWN,0,A2051,,09:04:00,서울역,인천공항2터미널
25138,공항철도,,마곡나루,SAT,DOWN,0,A2051,,09:12:00,서울역,인천공항2터미널
25139,공항철도,,마곡나루,END,DOWN,0,A2051,,09:12:00,서울역,인천공항2터미널
25140,공항철도,,김포공항,SAT,DOWN,0,A2051,,09:15:00,서울역,인천공항2터미널
25141,공항철도,,김포공항,END,DOWN,0,A2051,,09:15:00,서울역,인천공항2터미널
25142,공항철도,,계양,SAT,DOWN,0,A2051,,09:21:00,서울역,인천공항2터미널
25143,공항철도,,계양,END,DOWN,0,A2051,,09:21:00,서울역,인천공항2터미널
25144,공항철도,,검암,SAT,DOWN,0,A2051,,09:27:00,서울역,인천공항2터미널
25145,공항철도,,검암,END,DOWN,0,A2051,,09:27:00,서울역,인천공항2터미널
25146,공항철도,,청라국제도시,SAT,DOWN,0,A2051,,09:32:00,서울역,인천공항2터미널
25147,공항철도,,청라국제도시,END,DOWN,0,A2051,,09:32:00,서울역,인천공항2터미널
25148,공항철도,,영종,SAT,DOWN,0,A2051,,09:41:00,서울역,인천공항2터미널
25149,공항철도,,영종,END,DOWN,0,A2051,,09:41:00,서울역,인천공항2터미널
25150,공항철도,,운서,SAT,DOWN,0,A2051,,09:45:00,서울역,인천공항2터미널
25151,공항철도,,운서,END,DOWN,0,A2051,,09:45:00,서울역,인천공항2터미널
25152,공항철도,,공항화물청사,SAT,DOWN,0,A2051,,09:49:00,서울역,인천공항2터미널
25153,공항철도,,공항화물청사,END,DOWN,0,A2051,,09:49:00,서울역,인천공항2터미널
25154,공항철도,,인천공항1터미널,SAT,DOWN,0,A2051,,09:53:00,서울역,인천공항2터미널
25155,공항철도,,인천공항1터미널,END,DOWN,0,A2051,,09:53:00,서울역,인천공항2터미널
25156,공항철도,,인천공항2터미널,DAY,DOWN,0,A2052,,07:35:00,인천공항2터미널,서울역
25157,공항철도,,인천공항1터미널,DAY,DOWN,0,A2052,,07:42:00,인천공항2터미널,서울역
25158,공항철도,,공항화물청사,DAY,DOWN,0,A2052,,07:45:00,인천공항2터미널,서울역
25159,공항철도,,운서,DAY,DOWN,0,A2052,,07:50:00,인천공항2터미널,서울역
25160,공항철도,,영종,DAY,DOWN,0,A2052,,07:54:00,인천공항2터미널,서울역
25161,공항철도,,청라국제도시,DAY,DOWN,0,A2052,,08:02:00,인천공항2터미널,서울역
25162,공항철도,,검암,DAY,DOWN,0,A2052,,08:07:00,인천공항2터미널,서울역
25163,공항철도,,계양,DAY,DOWN,0,A2052,,08:13:00,인천공항2터미널,서울역
25164,공항철도,,김포공항,DAY,DOWN,0,A2052,,08:20:00,인천공항2터미널,서울역
25165,공항철도,,마곡나루,DAY,DOWN,0,A2052,,08:23:00,인천공항2터미널,서울역
25166,공항철도,,디지털미디어시티,DAY,DOWN,0,A2052,,08:31:00,인천공항2터미널,서울역
25167,공항철도,,홍대입구,DAY,DOWN,0,A2052,,08:35:00,인천공항2터미널,서울역
25168,공항철도,,공덕,DAY,DOWN,0,A2052,,08:38:00,인천공항2터미널,서울역
25169,공항철도,,인천공항2터미널,SAT,DOWN,0,A2052,,07:57:00,인천공항2터미널,서울역
25170,공항철도,,인천공항2터미널,END,DOWN,0,A2052,,07:57:00,인천공항2터미널,서울역
25171,공항철도,,인천공항1터미널,SAT,DOWN,0,A2052,,08:04:00,인천공항2터미널,서울역
25172,공항철도,,인천공항1터미널,END,DOWN,0,A2052,,08:04:00,인천공항2터미널,서울역
25173,공항철도,,공항화물청사,SAT,DOWN,0,A2052,,08:07:00,인천공항2터미널,서울역
25174,공항철도,,공항화물청사,END,DOWN,0,A2052,,08:07:00,인천공항2터미널,서울역
25175,공항철도,,운서,SAT,DOWN,0,A2052,,08:12:00,인천공항2터미널,서울역
25176,공항철도,,운서,END,DOWN,0,A2052,,08:12:00,인천공항2터미널,서울역
25177,공항철도,,영종,SAT,DOWN,0,A2052,,08:16:00,인천공항2터미널,서울역
25178,공항철도,,영종,END,DOWN,0,A2052,,08:16:00,인천공항2터미널,서울역
25179,공항철도,,청라국제도시,SAT,DOWN,0,A2052,,08:24:00,인천공항2터미널,서울역
25180,공항철도,,청라국제도시,END,DOWN,0,A2052,,08:24:00,인천공항2터미널,서울역
25181,공항철도,,검암,SAT,DOWN,0,A2052,,08:29:00,인천공항2터미널,서울역
25182,공항철도,,검암,END,DOWN,0,A2052,,08:29:00,인천공항2터미널,서울역
25183,공항철도,,계양,SAT,DOWN,0,A2052,,08:35:00,인천공항2터미널,서울역
25184,공항철도,,계양,END,DOWN,0,A2052,,08:35:00,인천공항2터미널,서울역
25185,공항철도,,김포공항,SAT,DOWN,0,A2052,,08:42:00,인천공항2터미널,서울역
25186,공항철도,,김포공항,END,DOWN,0,A2052,,08:42:00,인천공항2터미널,서울역
25187,공항철도,,마곡나루,SAT,DOWN,0,A2052,,08:45:00,인천공항2터미널,서울역
25188,공항철도,,마곡나루,END,DOWN,0,A2052,,08:45:00,인천공항2터미널,서울역
25189,공항철도,,디지털미디어시티,SAT,DOWN,0,A2052,,08:54:00,인천공항2터미널,서울역
25190,공항철도,,디지털미디어시티,END,DOWN,0,A2052,,08:54:00,인천공항2터미널,서울역
25191,공항철도,,홍대입구,SAT,DOWN,0,A2052,,08:58:00,인천공항2터미널,서울역
25192,공항철도,,홍대입구,END,DOWN,0,A2052,,08:58:00,인천공항2터미널,서울역
25193,공항철도,,공덕,SAT,DOWN,0,A2052,,09:01:00,인천공항2터미널,서울역
25194,공항철도,,공덕,END,DOWN,0,A2052,,09:01:00,인천공항2터미널,서울역
25195,공항철도,,서울역,DAY,DOWN,0,A2053,,09:18:00,서울역,인천공항2터미널
25196,공항철도,,공덕,DAY,DOWN,0,A2053,,09:23:00,서울역,인천공항2터미널
25197,공항철도,,홍대입구,DAY,DOWN,0,A2053,,09:26:00,서울역,인천공항2터미널
25198,공항철도,,디지털미디어시티,DAY,DOWN,0,A2053,,09:30:00,서울역,인천공항2터미널
25199,공항철도,,마곡나루,DAY,DOWN,0,A2053,,09:38:00,서울역,인천공항2터미널
25200,공항철도,,김포공항,DAY,DOWN,0,A2053,,09:41:00,서울역,인천공항2터미널
25201,공항철도,,계양,DAY,DOWN,0,A2053,,09:47:00,서울역,인천공항2터미널
25202,공항철도,,검암,DAY,DOWN,0,A2053,,09:53:00,서울역,인천공항2터미널
25203,공항철도,,청라국제도시,DAY,DOWN,0,A2053,,09:58:00,서울역,인천공항2터미널
25204,공항철도,,영종,DAY,DOWN,0,A2053,,10:07:00,서울역,인천공항2터미널
25205,공항철도,,운서,DAY,DOWN,0,A2053,,10:11:00,서울역,인천공항2터미널
25206,공항철도,,공항화물청사,DAY,DOWN,0,A2053,,10:15:00,서울역,인천공항2터미널
25207,공항철도,,인천공항1터미널,DAY,DOWN,0,A2053,,10:19:00,서울역,인천공항2터미널
25208,공항철도,,서울역,SAT,DOWN,0,A2053,,08:58:00,서울역,인천공항2터미널
25209,공항철도,,서울역,END,DOWN,0,A2053,,08:58:00,서울역,인천공항2터미널
25210,공항철도,,공덕,SAT,DOWN,0,A2053,,09:02:00,서울역,인천공항2터미널
25211,공항철도,,공덕,END,DOWN,0,A2053,,09:02:00,서울역,인천공항2터미널
25212,공항철도,,홍대입구,SAT,DOWN,0,A2053,,09:06:00,서울역,인천공항2터미널
25213,공항철도,,홍대입구,END,DOWN,0,A2053,,09:06:00,서울역,인천공항2터미널
25214,공항철도,,디지털미디어시티,SAT,DOWN,0,A2053,,09:10:00,서울역,인천공항2터미널
25215,공항철도,,디지털미디어시티,END,DOWN,0,A2053,,09:10:00,서울역,인천공항2터미널
25216,공항철도,,마곡나루,SAT,DOWN,0,A2053,,09:17:00,서울역,인천공항2터미널
25217,공항철도,,마곡나루,END,DOWN,0,A2053,,09:17:00,서울역,인천공항2터미널
25218,공항철도,,김포공항,SAT,DOWN,0,A2053,,09:20:00,서울역,인천공항2터미널
25219,공항철도,,김포공항,END,DOWN,0,A2053,,09:20:00,서울역,인천공항2터미널
25220,공항철도,,계양,SAT,DOWN,0,A2053,,09:27:00,서울역,인천공항2터미널
25221,공항철도,,계양,END,DOWN,0,A2053,,09:27:00,서울역,인천공항2터미널
25222,공항철도,,검암,SAT,DOWN,0,A2053,,09:33:00,서울역,인천공항2터미널
25223,공항철도,,검암,END,DOWN,0,A2053,,09:33:00,서울역,인천공항2터미널
25224,공항철도,,청라국제도시,SAT,DOWN,0,A2053,,09:38:00,서울역,인천공항2터미널
25225,공항철도,,청라국제도시,END,DOWN,0,A2053,,09:38:00,서울역,인천공항2터미널
25226,공항철도,,영종,SAT,DOWN,0,A2053,,09:46:00,서울역,인천공항2터미널
25227,공항철도,,영종,END,DOWN,0,A2053,,09:46:00,서울역,인천공항2터미널
25228,공항철도,,운서,SAT,DOWN,0,A2053,,09:50:00,서울역,인천공항2터미널
25229,공항철도,,운서,END,DOWN,0,A2053,,09:50:00,서울역,인천공항2터미널
25230,공항철도,,공항화물청사,SAT,DOWN,0,A2053,,09:55:00,서울역,인천공항2터미널
25231,공항철도,,공항화물청사,END,DOWN,0,A2053,,09:55:00,서울역,인천공항2터미널
25232,공항철도,,인천공항1터미널,SAT,DOWN,0,A2053,,09:59:00,서울역,인천공항2터미널
25233,공항철도,,인천공항1터미널,END,DOWN,0,A2053,,09:59:00,서울역,인천공항2터미널
25234,공항철도,,인천공항2터미널,DAY,DOWN,0,A2054,,07:40:00,인천공항2터미널,서울역
25235,공항철도,,인천공항1터미널,DAY,DOWN,0,A2054,,07:46:00,인천공항2터미널,서울역
25236,공항철도,,공항화물청사,DAY,DOWN,0,A2054,,07:50:00,인천공항2터미널,서울역
25237,공항철도,,운서,DAY,DOWN,0,A2054,,07:54:00,인천공항2터미널,서울역
25238,공항철도,,영종,DAY,DOWN,0,A2054,,07:58:00,인천공항2터미널,서울역
25239,공항철도,,청라국제도시,DAY,DOWN,0,A2054,,08:07:00,인천공항2터미널,서울역
25240,공항철도,,검암,DAY,DOWN,0,A2054,,08:12:00,인천공항2터미널,서울역
25241,공항철도,,계양,DAY,DOWN,0,A2054,,08:18:00,인천공항2터미널,서울역
25242,공항철도,,김포공항,DAY,DOWN,0,A2054,,08:25:00,인천공항2터미널,서울역
25243,공항철도,,마곡나루,DAY,DOWN,0,A2054,,08:28:00,인천공항2터미널,서울역
25244,공항철도,,디지털미디어시티,DAY,DOWN,0,A2054,,08:35:00,인천공항2터미널,서울역
25245,공항철도,,홍대입구,DAY,DOWN,0,A2054,,08:39:00,인천공항2터미널,서울역
25246,공항철도,,공덕,DAY,DOWN,0,A2054,,08:43:00,인천공항2터미널,서울역
25247,공항철도,,인천공항2터미널,SAT,DOWN,0,A2054,,08:03:00,인천공항2터미널,서울역
25248,공항철도,,인천공항2터미널,END,DOWN,0,A2054,,08:03:00,인천공항2터미널,서울역
25249,공항철도,,인천공항1터미널,SAT,DOWN,0,A2054,,08:10:00,인천공항2터미널,서울역
25250,공항철도,,인천공항1터미널,END,DOWN,0,A2054,,08:10:00,인천공항2터미널,서울역
25251,공항철도,,공항화물청사,SAT,DOWN,0,A2054,,08:13:00,인천공항2터미널,서울역
25252,공항철도,,공항화물청사,END,DOWN,0,A2054,,08:13:00,인천공항2터미널,서울역
25253,공항철도,,운서,SAT,DOWN,0,A2054,,08:18:00,인천공항2터미널,서울역
25254,공항철도,,운서,END,DOWN,0,A2054,,08:18:00,인천공항2터미널,서울역
25255,공항철도,,영종,SAT,DOWN,0,A2054,,08:22:00,인천공항2터미널,서울역
25256,공항철도,,영종,END,DOWN,0,A2054,,08:22:00,인천공항2터미널,서울역
25257,공항철도,,청라국제도시,SAT,DOWN,0,A2054,,08:30:00,인천공항2터미널,서울역
25258,공항철도,,청라국제도시,END,DOWN,0,A2054,,08:30:00,인천공항2터미널,서울역
25259,공항철도,,검암,SAT,DOWN,0,A2054,,08:37:00,인천공항2터미널,서울역
25260,공항철도,,검암,END,DOWN,0,A2054,,08:37:00,인천공항2터미널,서울역
25261,공항철도,,계양,SAT,DOWN,0,A2054,,08:43:00,인천공항2터미널,서울역
25262,공항철도,,계양,END,DOWN,0,A2054,,08:43:00,인천공항2터미널,서울역
25263,공항철도,,김포공항,SAT,DOWN,0,A2054,,08:49:00,인천공항2터미널,서울역
25264,공항철도,,김포공항,END,DOWN,0,A2054,,08:49:00,인천공항2터미널,서울역
25265,공항철도,,마곡나루,SAT,DOWN,0,A2054,,08:52:00,인천공항2터미널,서울역
25266,공항철도,,마곡나루,END,DOWN,0,A2054,,08:52:00,인천공항2터미널,서울역
25267,공항철도,,디지털미디어시티,SAT,DOWN,0,A2054,,09:00:00,인천공항2터미널,서울역
25268,공항철도,,디지털미디어시티,END,DOWN,0,A2054,,09:00:00,인천공항2터미널,서울역
25269,공항철도,,홍대입구,SAT,DOWN,0,A2054,,09:04:00,인천공항2터미널,서울역
25270,공항철도,,홍대입구,END,DOWN,0,A2054,,09:04:00,인천공항2터미널,서울역
25271,공항철도,,공덕,SAT,DOWN,0,A2054,,09:07:00,인천공항2터미널,서울역
25272,공항철도,,공덕,END,DOWN,0,A2054,,09:07:00,인천공항2터미널,서울역
25273,공항철도,,서울역,DAY,DOWN,0,A2055,,09:24:00,서울역,인천공항2터미널
25274,공항철도,,공덕,DAY,DOWN,0,A2055,,09:28:00,서울역,인천공항2터미널
25275,공항철도,,홍대입구,DAY,DOWN,0,A2055,,09:32:00,서울역,인천공항2터미널
25276,공항철도,,디지털미디어시티,DAY,DOWN,0,A2055,,09:36:00,서울역,인천공항2터미널
25277,공항철도,,마곡나루,DAY,DOWN,0,A2055,,09:43:00,서울역,인천공항2터미널
25278,공항철도,,김포공항,DAY,DOWN,0,A2055,,09:46:00,서울역,인천공항2터미널
25279,공항철도,,계양,DAY,DOWN,0,A2055,,09:53:00,서울역,인천공항2터미널
25280,공항철도,,검암,DAY,DOWN,0,A2055,,09:59:00,서울역,인천공항2터미널
25281,공항철도,,청라국제도시,DAY,DOWN,0,A2055,,10:04:00,서울역,인천공항2터미널
25282,공항철도,,영종,DAY,DOWN,0,A2055,,10:12:00,서울역,인천공항2터미널
25283,공항철도,,운서,DAY,DOWN,0,A2055,,10:16:00,서울역,인천공항2터미널
25284,공항철도,,공항화물청사,DAY,DOWN,0,A2055,,10:21:00,서울역,인천공항2터미널
25285,공항철도,,인천공항1터미널,DAY,DOWN,0,A2055,,10:25:00,서울역,인천공항2터미널
25286,공항철도,,서울역,SAT,DOWN,0,A2055,,09:02:00,서울역,인천공항2터미널
25287,공항철도,,서울역,END,DOWN,0,A2055,,09:02:00,서울역,인천공항2터미널
25288,공항철도,,공덕,SAT,DOWN,0,A2055,,09:07:00,서울역,인천공항2터미널
25289,공항철도,,공덕,END,DOWN,0,A2055,,09:07:00,서울역,인천공항2터미널
25290,공항철도,,홍대입구,SAT,DOWN,0,A2055,,09:10:00,서울역,인천공항2터미널
25291,공항철도,,홍대입구,END,DOWN,0,A2055,,09:10:00,서울역,인천공항2터미널
25292,공항철도,,디지털미디어시티,SAT,DOWN,0,A2055,,09:14:00,서울역,인천공항2터미널
25293,공항철도,,디지털미디어시티,END,DOWN,0,A2055,,09:14:00,서울역,인천공항2터미널
25294,공항철도,,마곡나루,SAT,DOWN,0,A2055,,09:22:00,서울역,인천공항2터미널
25295,공항철도,,마곡나루,END,DOWN,0,A2055,,09:22:00,서울역,인천공항2터미널
25296,공항철도,,김포공항,SAT,DOWN,0,A2055,,09:25:00,서울역,인천공항2터미널
25297,공항철도,,김포공항,END,DOWN,0,A2055,,09:25:00,서울역,인천공항2터미널
25298,공항철도,,계양,SAT,DOWN,0,A2055,,09:31:00,서울역,인천공항2터미널
25299,공항철도,,계양,END,DOWN,0,A2055,,09:31:00,서울역,인천공항2터미널
25300,공항철도,,검암,SAT,DOWN,0,A2055,,09:37:00,서울역,인천공항2터미널
25301,공항철도,,검암,END,DOWN,0,A2055,,09:37:00,서울역,인천공항2터미널
25302,공항철도,,청라국제도시,SAT,DOWN,0,A2055,,09:42:00,서울역,인천공항2터미널
25303,공항철도,,청라국제도시,END,DOWN,0,A2055,,09:42:00,서울역,인천공항2터미널
25304,공항철도,,영종,SAT,DOWN,0,A2055,,09:51:00,서울역,인천공항2터미널
25305,공항철도,,영종,END,DOWN,0,A2055,,09:51:00,서울역,인천공항2터미널
25306,공항철도,,운서,SAT,DOWN,0,A2055,,09:55:00,서울역,인천공항2터미널
25307,공항철도,,운서,END,DOWN,0,A2055,,09:55:00,서울역,인천공항2터미널
25308,공항철도,,공항화물청사,SAT,DOWN,0,A2055,,09:59:00,서울역,인천공항2터미널
25309,공항철도,,공항화물청사,END,DOWN,0,A2055,,09:59:00,서울역,인천공항2터미널
25310,공항철도,,인천공항1터미널,SAT,DOWN,0,A2055,,10:03:00,서울역,인천공항2터미널
25311,공항철도,,인천공항1터미널,END,DOWN,0,A2055,,10:03:00,서울역,인천공항2터미널
25312,공항철도,,인천공항2터미널,DAY,DOWN,0,A2056,,07:48:00,인천공항2터미널,서울역
25313,공항철도,,인천공항1터미널,DAY,DOWN,0,A2056,,07:55:00,인천공항2터미널,서울역
25314,공항철도,,공항화물청사,DAY,DOWN,0,A2056,,07:58:00,인천공항2터미널,서울역
25315,공항철도,,운서,DAY,DOWN,0,A2056,,08:03:00,인천공항2터미널,서울역
25316,공항철도,,영종,DAY,DOWN,0,A2056,,08:07:00,인천공항2터미널,서울역
25317,공항철도,,청라국제도시,DAY,DOWN,0,A2056,,08:15:00,인천공항2터미널,서울역
25318,공항철도,,검암,DAY,DOWN,0,A2056,,08:20:00,인천공항2터미널,서울역
25319,공항철도,,계양,DAY,DOWN,0,A2056,,08:26:00,인천공항2터미널,서울역
25320,공항철도,,김포공항,DAY,DOWN,0,A2056,,08:33:00,인천공항2터미널,서울역
25321,공항철도,,마곡나루,DAY,DOWN,0,A2056,,08:36:00,인천공항2터미널,서울역
25322,공항철도,,디지털미디어시티,DAY,DOWN,0,A2056,,08:44:00,인천공항2터미널,서울역
25323,공항철도,,홍대입구,DAY,DOWN,0,A2056,,08:48:00,인천공항2터미널,서울역
25324,공항철도,,공덕,DAY,DOWN,0,A2056,,08:51:00,인천공항2터미널,서울역
25325,공항철도,,인천공항2터미널,SAT,DOWN,0,A2056,,08:13:00,인천공항2터미널,서울역
25326,공항철도,,인천공항2터미널,END,DOWN,0,A2056,,08:13:00,인천공항2터미널,서울역
